time,Th1,Tfh,Tr1
1.2,141.0,402.0,219.0
1.25,136.0,392.0,210.0
1.3,134.0,390.0,203.0
1.35,131.0,387.0,205.0
1.4,123.0,375.0,201.0
1.45,122.0,364.0,190.0
1.5,127.0,363.0,190.0
1.55,129.0,355.0,187.0
1.6,127.0,348.0,181.0
1.65,122.0,345.0,182.0
1.7,126.0,335.0,180.0
1.75,126.0,319.0,175.0
1.8,120.0,312.0,180.0
1.85,115.0,308.0,173.0
1.9,109.0,301.0,172.0
1.95,105.0,290.0,174.0
2.0,101.0,278.0,172.0
2.05,104.0,270.0,172.0
2.1,102.0,261.0,170.0
2.15,99.0,255.0,164.0
2.2,91.0,250.0,161.0
2.25,89.0,236.0,153.0
2.3,89.0,228.0,149.0
2.35,85.0,223.0,140.0
2.4,85.0,218.0,136.0
2.45,78.0,214.0,132.0
2.5,73.0,211.0,125.0
2.55,73.0,203.0,125.0
2.6,70.0,201.0,120.0
2.65,68.0,192.0,119.0
2.7,69.0,185.0,117.0
2.75,63.0,183.0,117.0
2.8,63.0,176.0,115.0
2.85,60.0,167.0,110.0
2.9,57.0,163.0,104.0
2.95,57.0,156.0,99.0
3.0,57.0,151.0,96.0
3.05,53.0,144.0,94.0
3.1,48.0,134.0,96.0
3.15,41.0,134.0,93.0
3.2,41.0,132.0,92.0
3.25,40.0,127.0,91.0
3.3,41.0,128.0,92.0
3.35,40.0,123.0,91.0
3.4,39.0,122.0,85.0
3.45,39.0,115.0,80.0
3.5,37.0,110.0,75.0
3.55,36.0,106.0,72.0
3.6,33.0,101.0,68.0
3.65,32.0,97.0,69.0
3.7,33.0,93.0,66.0
3.75,30.0,91.0,62.0
3.8,29.0,89.0,57.0
3.85,27.0,87.0,56.0
3.9,27.0,87.0,53.0
3.95,26.0,87.0,53.0
4.0,26.0,86.0,52.0
4.05,24.0,85.0,49.0
4.1,23.0,87.0,47.0
4.15,22.0,83.0,44.0
4.2,21.0,79.0,43.0
4.25,21.0,76.0,40.0
4.3,21.0,71.0,39.0
4.35,20.0,73.0,38.0
4.4,18.0,68.0,37.0
4.45,17.0,65.0,37.0
4.5,16.0,61.0,38.0
4.55,16.0,57.0,37.0
4.6,15.0,57.0,38.0
4.65,15.0,55.0,36.0
4.7,15.0,52.0,34.0
4.75,15.0,50.0,33.0
4.8,15.0,51.0,31.0
4.85,14.0,46.0,31.0
4.9,13.0,43.0,30.0
4.95,13.0,41.0,26.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.05,21.0,50.0,29.0
0.1,41.0,111.0,52.0
0.15,57.0,143.0,66.0
0.2,66.0,174.0,83.0
0.25,79.0,214.0,108.0
0.3,87.0,246.0,123.0
0.35,101.0,270.0,148.0
0.4,111.0,282.0,159.0
0.45,123.0,316.0,178.0
0.5,130.0,332.0,182.0
0.55,137.0,348.0,188.0
0.6,145.0,362.0,195.0
0.65,150.0,384.0,203.0
0.7,156.0,389.0,206.0
0.75,156.0,393.0,209.0
0.8,156.0,386.0,220.0
0.85,152.0,384.0,226.0
0.9,155.0,392.0,232.0
0.95,154.0,391.0,231.0
1.0,153.0,390.0,239.0
1.05,154.0,388.0,230.0
1.1,158.0,394.0,222.0
1.15,163.0,398.0,214.0
1.2,164.0,401.0,212.0
1.25,161.0,381.0,207.0
1.3,157.0,379.0,207.0
1.35,151.0,371.0,204.0
1.4,153.0,365.0,198.0
1.45,148.0,355.0,194.0
1.5,145.0,354.0,192.0
1.55,142.0,347.0,187.0
1.6,140.0,341.0,185.0
1.65,139.0,336.0,183.0
1.7,132.0,332.0,181.0
1.75,126.0,329.0,176.0
1.8,121.0,318.0,165.0
1.85,120.0,321.0,156.0
1.9,114.0,313.0,152.0
1.95,113.0,303.0,151.0
2.0,112.0,298.0,142.0
2.05,103.0,289.0,135.0
2.1,96.0,276.0,137.0
2.15,97.0,269.0,136.0
2.2,96.0,254.0,135.0
2.25,94.0,252.0,134.0
2.3,93.0,248.0,125.0
2.35,94.0,241.0,120.0
2.4,90.0,235.0,116.0
2.45,87.0,229.0,113.0
2.5,89.0,224.0,106.0
2.55,86.0,218.0,100.0
2.6,85.0,214.0,95.0
2.65,85.0,213.0,92.0
2.7,90.0,204.0,88.0
2.75,82.0,191.0,89.0
2.8,80.0,185.0,87.0
2.85,80.0,176.0,86.0
2.9,78.0,164.0,78.0
2.95,78.0,156.0,74.0
3.0,73.0,154.0,75.0
3.05,72.0,146.0,71.0
3.1,68.0,142.0,72.0
3.15,66.0,139.0,69.0
3.2,61.0,139.0,69.0
3.25,58.0,132.0,69.0
3.3,56.0,128.0,68.0
3.35,55.0,127.0,65.0
3.4,53.0,127.0,64.0
3.45,50.0,120.0,63.0
3.5,52.0,115.0,62.0
3.55,45.0,111.0,60.0
3.6,44.0,110.0,57.0
3.65,41.0,104.0,55.0
3.7,41.0,102.0,52.0
3.75,37.0,101.0,48.0
3.8,36.0,100.0,45.0
3.85,34.0,95.0,45.0
3.9,31.0,91.0,43.0
3.95,26.0,85.0,40.0
4.0,24.0,81.0,38.0
4.05,23.0,78.0,37.0
4.1,22.0,77.0,37.0
4.15,21.0,72.0,34.0
4.2,19.0,68.0,32.0
4.25,18.0,67.0,31.0
4.3,18.0,66.0,31.0
4.35,17.0,65.0,30.0
4.4,17.0,64.0,28.0
4.45,16.0,63.0,27.0
4.5,15.0,58.0,24.0
4.55,15.0,58.0,23.0
4.6,15.0,54.0,22.0
4.65,15.0,49.0,22.0
4.7,15.0,47.0,22.0
4.75,14.0,46.0,20.0
4.8,13.0,46.0,20.0
4.85,13.0,46.0,19.0
4.9,12.0,43.0,18.0
4.95,11.0,43.0,16.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.05,17.0,44.0,27.0
0.1,29.0,98.0,55.0
0.15,44.0,137.0,77.0
0.2,55.0,172.0,98.0
0.25,65.0,207.0,114.0
0.3,73.0,230.0,127.0
0.35,86.0,260.0,134.0
0.4,91.0,283.0,156.0
0.45,102.0,304.0,172.0
0.5,110.0,325.0,181.0
0.55,119.0,334.0,185.0
0.6,127.0,343.0,197.0
0.65,130.0,353.0,209.0
0.7,135.0,362.0,216.0
0.75,134.0,378.0,212.0
0.8,132.0,382.0,220.0
0.85,139.0,383.0,227.0
0.9,136.0,388.0,224.0
0.95,137.0,379.0,228.0
1.0,135.0,372.0,238.0
1.05,142.0,378.0,238.0
1.1,138.0,376.0,234.0
1.15,129.0,366.0,236.0
1.2,130.0,363.0,231.0
1.25,131.0,360.0,225.0
1.3,133.0,351.0,224.0
1.35,128.0,351.0,221.0
1.4,124.0,345.0,222.0
1.45,123.0,346.0,222.0
1.5,123.0,340.0,221.0
1.55,124.0,333.0,216.0
1.6,126.0,326.0,211.0
1.65,126.0,323.0,206.0
1.7,125.0,315.0,200.0
1.75,119.0,308.0,191.0
1.8,117.0,301.0,186.0
1.85,113.0,285.0,188.0
1.9,111.0,276.0,175.0
1.95,109.0,270.0,172.0
2.0,103.0,273.0,170.0
2.05,100.0,262.0,170.0
2.1,97.0,252.0,168.0
2.15,90.0,242.0,164.0
2.2,89.0,237.0,161.0
2.25,88.0,232.0,154.0
2.3,88.0,226.0,152.0
2.35,87.0,227.0,149.0
2.4,85.0,226.0,152.0
2.45,85.0,216.0,143.0
2.5,80.0,202.0,145.0
2.55,79.0,201.0,140.0
2.6,76.0,195.0,137.0
2.65,77.0,192.0,136.0
2.7,77.0,185.0,129.0
2.75,71.0,179.0,130.0
2.8,68.0,168.0,125.0
2.85,64.0,163.0,121.0
2.9,62.0,156.0,116.0
2.95,63.0,157.0,111.0
3.0,59.0,148.0,104.0
3.05,57.0,140.0,100.0
3.1,56.0,139.0,95.0
3.15,54.0,140.0,94.0
3.2,52.0,139.0,94.0
3.25,51.0,132.0,88.0
3.3,49.0,125.0,87.0
3.35,48.0,121.0,87.0
3.4,48.0,120.0,85.0
3.45,46.0,117.0,79.0
3.5,46.0,115.0,73.0
3.55,44.0,115.0,71.0
3.6,41.0,112.0,70.0
3.65,41.0,105.0,70.0
3.7,39.0,101.0,67.0
3.75,37.0,99.0,62.0
3.8,37.0,96.0,58.0
3.85,33.0,94.0,54.0
3.9,32.0,94.0,55.0
3.95,31.0,94.0,51.0
4.0,30.0,91.0,50.0
4.05,29.0,83.0,47.0
4.1,28.0,77.0,45.0
4.15,27.0,73.0,44.0
4.2,24.0,72.0,43.0
4.25,24.0,67.0,40.0
4.3,23.0,64.0,34.0
4.35,22.0,63.0,30.0
4.4,20.0,62.0,30.0
4.45,19.0,62.0,28.0
4.5,18.0,60.0,28.0
4.55,17.0,61.0,27.0
4.6,17.0,58.0,27.0
4.65,14.0,59.0,27.0
4.7,15.0,56.0,27.0
4.75,14.0,52.0,27.0
4.8,15.0,50.0,26.0
4.85,13.0,47.0,26.0
4.9,12.0,46.0,24.0
4.95,12.0,46.0,25.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.05,20.0,38.0,26.0
0.1,40.0,80.0,49.0
0.15,57.0,126.0,70.0
0.2,68.0,154.0,83.0
0.25,82.0,193.0,105.0
0.3,92.0,218.0,123.0
0.35,96.0,245.0,134.0
0.4,109.0,267.0,151.0
0.45,121.0,297.0,165.0
0.5,130.0,320.0,174.0
0.55,126.0,340.0,185.0
0.6,129.0,358.0,198.0
0.65,140.0,370.0,207.0
0.7,134.0,384.0,210.0
0.75,137.0,396.0,221.0
0.8,137.0,406.0,224.0
0.85,142.0,407.0,217.0
0.9,142.0,411.0,208.0
0.95,144.0,403.0,213.0
1.0,145.0,410.0,214.0
1.05,133.0,412.0,214.0
1.1,132.0,415.0,205.0
1.15,128.0,406.0,203.0
1.2,127.0,397.0,195.0
1.25,130.0,393.0,203.0
1.3,130.0,383.0,204.0
1.35,133.0,385.0,206.0
1.4,132.0,382.0,200.0
1.45,131.0,375.0,195.0
1.5,129.0,378.0,182.0
1.55,129.0,374.0,182.0
1.6,131.0,354.0,180.0
1.65,130.0,337.0,176.0
1.7,121.0,326.0,176.0
1.75,115.0,317.0,171.0
1.8,118.0,302.0,162.0
1.85,115.0,302.0,154.0
1.9,116.0,302.0,148.0
1.95,112.0,302.0,145.0
2.0,111.0,291.0,144.0
2.05,111.0,286.0,136.0
2.1,105.0,276.0,132.0
2.15,106.0,271.0,132.0
2.2,103.0,267.0,129.0
2.25,99.0,264.0,129.0
2.3,96.0,253.0,119.0
2.35,95.0,240.0,122.0
2.4,94.0,231.0,117.0
2.45,90.0,219.0,113.0
2.5,86.0,209.0,106.0
2.55,87.0,205.0,102.0
2.6,81.0,204.0,99.0
2.65,80.0,198.0,98.0
2.7,80.0,191.0,100.0
2.75,73.0,179.0,98.0
2.8,71.0,173.0,91.0
2.85,69.0,172.0,85.0
2.9,67.0,172.0,79.0
2.95,65.0,167.0,78.0
3.0,63.0,163.0,78.0
3.05,60.0,157.0,75.0
3.1,57.0,151.0,76.0
3.15,58.0,145.0,74.0
3.2,50.0,141.0,71.0
3.25,49.0,132.0,69.0
3.3,47.0,125.0,65.0
3.35,46.0,121.0,59.0
3.4,43.0,112.0,55.0
3.45,41.0,110.0,53.0
3.5,35.0,107.0,49.0
3.55,29.0,106.0,47.0
3.6,29.0,99.0,43.0
3.65,28.0,94.0,43.0
3.7,28.0,91.0,42.0
3.75,27.0,90.0,41.0
3.8,26.0,85.0,41.0
3.85,27.0,81.0,39.0
3.9,27.0,79.0,36.0
3.95,26.0,76.0,36.0
4.0,26.0,72.0,33.0
4.05,24.0,68.0,31.0
4.1,24.0,65.0,29.0
4.15,21.0,64.0,29.0
4.2,21.0,62.0,29.0
4.25,20.0,60.0,29.0
4.3,19.0,57.0,28.0
4.35,19.0,59.0,28.0
4.4,17.0,57.0,29.0
4.45,17.0,54.0,28.0
4.5,17.0,51.0,27.0
4.55,15.0,51.0,25.0
4.6,15.0,52.0,24.0
4.65,14.0,49.0,23.0
4.7,11.0,43.0,21.0
4.75,10.0,42.0,20.0
4.8,9.0,41.0,21.0
4.85,7.0,40.0,20.0
4.9,6.0,38.0,20.0
4.95,6.0,38.0,18.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.05,19.0,44.0,33.0
0.1,32.0,95.0,51.0
0.15,49.0,152.0,80.0
0.2,59.0,189.0,106.0
0.25,74.0,222.0,125.0
0.3,87.0,247.0,144.0
0.35,93.0,259.0,160.0
0.4,106.0,271.0,176.0
0.45,113.0,298.0,198.0
0.5,121.0,312.0,201.0
0.55,128.0,316.0,200.0
0.6,137.0,323.0,201.0
0.65,146.0,332.0,203.0
0.7,152.0,341.0,211.0
0.75,150.0,347.0,211.0
0.8,151.0,360.0,218.0
0.85,149.0,363.0,214.0
0.9,155.0,369.0,227.0
0.95,155.0,372.0,230.0
1.0,156.0,371.0,229.0
1.05,152.0,374.0,224.0
1.1,152.0,367.0,222.0
1.15,145.0,369.0,220.0
1.2,146.0,364.0,216.0
1.25,146.0,368.0,213.0
1.3,139.0,362.0,214.0
1.35,135.0,362.0,213.0
1.4,131.0,360.0,209.0
1.45,126.0,346.0,209.0
1.5,120.0,335.0,195.0
1.55,121.0,318.0,194.0
1.6,123.0,307.0,192.0
1.65,120.0,304.0,187.0
1.7,119.0,299.0,180.0
1.75,117.0,288.0,181.0
1.8,115.0,278.0,173.0
1.85,111.0,265.0,169.0
1.9,104.0,261.0,169.0
1.95,104.0,254.0,164.0
2.0,101.0,251.0,161.0
2.05,97.0,248.0,156.0
2.1,95.0,241.0,157.0
2.15,95.0,232.0,151.0
2.2,88.0,225.0,149.0
2.25,88.0,217.0,147.0
2.3,85.0,212.0,143.0
2.35,85.0,203.0,136.0
2.4,82.0,198.0,132.0
2.45,82.0,197.0,127.0
2.5,80.0,193.0,123.0
2.55,80.0,184.0,114.0
2.6,77.0,178.0,109.0
2.65,76.0,175.0,103.0
2.7,73.0,166.0,99.0
2.75,70.0,161.0,98.0
2.8,69.0,162.0,92.0
2.85,65.0,157.0,91.0
2.9,64.0,155.0,93.0
2.95,60.0,149.0,91.0
3.0,58.0,143.0,86.0
3.05,56.0,138.0,84.0
3.1,54.0,136.0,80.0
3.15,51.0,131.0,78.0
3.2,48.0,123.0,79.0
3.25,45.0,116.0,75.0
3.3,43.0,109.0,71.0
3.35,40.0,111.0,71.0
3.4,38.0,106.0,65.0
3.45,38.0,103.0,64.0
3.5,37.0,98.0,61.0
3.55,33.0,94.0,55.0
3.6,32.0,94.0,52.0
3.65,32.0,90.0,49.0
3.7,31.0,86.0,44.0
3.75,30.0,86.0,44.0
3.8,26.0,86.0,43.0
3.85,25.0,85.0,38.0
3.9,24.0,79.0,36.0
3.95,23.0,76.0,35.0
4.0,20.0,69.0,32.0
4.05,18.0,70.0,32.0
4.1,18.0,69.0,32.0
4.15,18.0,66.0,30.0
4.2,17.0,64.0,31.0
4.25,17.0,62.0,32.0
4.3,17.0,60.0,32.0
4.35,15.0,58.0,31.0
4.4,13.0,58.0,31.0
4.45,13.0,56.0,30.0
4.5,14.0,57.0,30.0
4.55,14.0,54.0,30.0
4.6,14.0,54.0,30.0
4.65,13.0,52.0,29.0
4.7,11.0,48.0,29.0
4.75,11.0,45.0,29.0
4.8,11.0,44.0,28.0
4.85,10.0,43.0,27.0
4.9,9.0,43.0,27.0
4.95,10.0,42.0,27.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.05,19.0,47.0,35.0
0.1,44.0,84.0,62.0
0.15,61.0,131.0,86.0
0.2,78.0,167.0,108.0
0.25,98.0,203.0,127.0
0.3,120.0,223.0,144.0
0.35,118.0,248.0,166.0
0.4,123.0,273.0,173.0
0.45,132.0,301.0,178.0
0.5,135.0,319.0,183.0
0.55,148.0,341.0,193.0
0.6,153.0,354.0,198.0
0.65,153.0,349.0,207.0
0.7,153.0,354.0,220.0
0.75,156.0,354.0,220.0
0.8,163.0,364.0,222.0
0.85,166.0,363.0,225.0
0.9,168.0,365.0,224.0
0.95,168.0,360.0,217.0
1.0,169.0,366.0,208.0
1.05,163.0,362.0,206.0
1.1,158.0,374.0,210.0
1.15,158.0,370.0,213.0
1.2,158.0,348.0,217.0
1.25,162.0,348.0,220.0
1.3,165.0,343.0,221.0
1.35,163.0,338.0,220.0
1.4,167.0,335.0,209.0
1.45,164.0,319.0,201.0
1.5,159.0,314.0,195.0
1.55,157.0,315.0,194.0
1.6,149.0,308.0,190.0
1.65,146.0,296.0,182.0
1.7,140.0,292.0,178.0
1.75,142.0,281.0,181.0
1.8,138.0,277.0,177.0
1.85,133.0,272.0,172.0
1.9,133.0,270.0,162.0
1.95,130.0,268.0,157.0
2.0,127.0,264.0,151.0
2.05,127.0,255.0,152.0
2.1,124.0,251.0,155.0
2.15,121.0,245.0,149.0
2.2,121.0,241.0,147.0
2.25,117.0,234.0,146.0
2.3,114.0,225.0,136.0
2.35,113.0,222.0,130.0
2.4,111.0,213.0,129.0
2.45,106.0,201.0,129.0
2.5,101.0,195.0,126.0
2.55,95.0,193.0,124.0
2.6,91.0,187.0,121.0
2.65,84.0,182.0,114.0
2.7,80.0,180.0,107.0
2.75,78.0,171.0,108.0
2.8,73.0,161.0,104.0
2.85,73.0,159.0,101.0
2.9,66.0,152.0,99.0
2.95,66.0,150.0,95.0
3.0,63.0,141.0,90.0
3.05,61.0,133.0,89.0
3.1,60.0,126.0,85.0
3.15,56.0,130.0,84.0
3.2,57.0,127.0,81.0
3.25,56.0,117.0,78.0
3.3,56.0,114.0,76.0
3.35,55.0,106.0,74.0
3.4,53.0,103.0,71.0
3.45,51.0,101.0,68.0
3.5,46.0,101.0,68.0
3.55,44.0,98.0,66.0
3.6,42.0,97.0,63.0
3.65,42.0,94.0,59.0
3.7,37.0,89.0,56.0
3.75,36.0,86.0,56.0
3.8,34.0,83.0,58.0
3.85,31.0,80.0,57.0
3.9,31.0,77.0,54.0
3.95,31.0,76.0,52.0
4.0,29.0,75.0,51.0
4.05,29.0,70.0,46.0
4.1,28.0,68.0,45.0
4.15,28.0,68.0,44.0
4.2,25.0,64.0,41.0
4.25,25.0,60.0,40.0
4.3,25.0,57.0,36.0
4.35,25.0,53.0,33.0
4.4,24.0,51.0,33.0
4.45,21.0,48.0,32.0
4.5,21.0,44.0,32.0
4.55,21.0,43.0,30.0
4.6,21.0,44.0,28.0
4.65,20.0,43.0,28.0
4.7,19.0,41.0,27.0
4.75,19.0,39.0,26.0
4.8,18.0,37.0,24.0
4.85,18.0,37.0,23.0
4.9,18.0,35.0,23.0
4.95,18.0,35.0,22.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.05,20.0,42.0,35.0
0.1,40.0,84.0,61.0
0.15,66.0,119.0,88.0
0.2,81.0,153.0,117.0
0.25,100.0,178.0,134.0
0.3,119.0,203.0,151.0
0.35,130.0,237.0,166.0
0.4,140.0,263.0,173.0
0.45,152.0,278.0,184.0
0.5,165.0,299.0,191.0
0.55,167.0,315.0,194.0
0.6,163.0,336.0,202.0
0.65,158.0,344.0,199.0
0.7,159.0,362.0,201.0
0.75,156.0,367.0,213.0
0.8,156.0,362.0,216.0
0.85,157.0,373.0,218.0
0.9,156.0,374.0,213.0
0.95,160.0,385.0,221.0
1.0,156.0,393.0,225.0
1.05,156.0,391.0,223.0
1.1,166.0,383.0,223.0
1.15,164.0,389.0,221.0
1.2,165.0,389.0,215.0
1.25,166.0,388.0,215.0
1.3,165.0,384.0,214.0
1.35,164.0,376.0,209.0
1.4,165.0,370.0,203.0
1.45,163.0,366.0,197.0
1.5,153.0,362.0,195.0
1.55,155.0,362.0,192.0
1.6,153.0,356.0,195.0
1.65,148.0,343.0,188.0
1.7,145.0,338.0,189.0
1.75,138.0,334.0,190.0
1.8,138.0,328.0,188.0
1.85,134.0,324.0,183.0
1.9,131.0,318.0,182.0
1.95,127.0,308.0,173.0
2.0,126.0,302.0,165.0
2.05,124.0,291.0,161.0
2.1,122.0,286.0,158.0
2.15,119.0,278.0,153.0
2.2,112.0,279.0,146.0
2.25,110.0,267.0,137.0
2.3,105.0,265.0,132.0
2.35,103.0,259.0,126.0
2.4,102.0,252.0,120.0
2.45,99.0,246.0,115.0
2.5,96.0,239.0,110.0
2.55,94.0,231.0,104.0
2.6,89.0,222.0,103.0
2.65,85.0,216.0,99.0
2.7,83.0,215.0,96.0
2.75,83.0,213.0,92.0
2.8,80.0,204.0,88.0
2.85,77.0,198.0,84.0
2.9,75.0,191.0,81.0
2.95,73.0,186.0,79.0
3.0,73.0,175.0,79.0
3.05,68.0,171.0,77.0
3.1,65.0,165.0,72.0
3.15,65.0,159.0,72.0
3.2,62.0,153.0,68.0
3.25,57.0,145.0,66.0
3.3,52.0,145.0,66.0
3.35,49.0,138.0,63.0
3.4,45.0,135.0,61.0
3.45,45.0,132.0,60.0
3.5,43.0,128.0,59.0
3.55,43.0,120.0,58.0
3.6,41.0,115.0,57.0
3.65,40.0,111.0,57.0
3.7,35.0,107.0,50.0
3.75,33.0,107.0,47.0
3.8,31.0,99.0,44.0
3.85,31.0,101.0,43.0
3.9,31.0,98.0,42.0
3.95,29.0,92.0,43.0
4.0,29.0,90.0,40.0
4.05,28.0,87.0,40.0
4.1,27.0,86.0,38.0
4.15,28.0,79.0,36.0
4.2,28.0,77.0,36.0
4.25,26.0,74.0,35.0
4.3,25.0,68.0,35.0
4.35,24.0,64.0,31.0
4.4,24.0,63.0,30.0
4.45,24.0,59.0,26.0
4.5,23.0,55.0,25.0
4.55,22.0,56.0,24.0
4.6,21.0,52.0,25.0
4.65,18.0,45.0,25.0
4.7,17.0,44.0,23.0
4.75,17.0,42.0,23.0
4.8,16.0,42.0,21.0
4.85,16.0,36.0,21.0
4.9,16.0,34.0,21.0
4.95,14.0,33.0,20.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.05,23.0,48.0,24.0
0.1,41.0,106.0,62.0
0.15,59.0,145.0,73.0
0.2,71.0,180.0,104.0
0.25,74.0,220.0,126.0
0.3,81.0,253.0,139.0
0.35,90.0,281.0,152.0
0.4,95.0,300.0,173.0
0.45,103.0,304.0,179.0
0.5,107.0,316.0,191.0
0.55,114.0,336.0,202.0
0.6,117.0,347.0,210.0
0.65,117.0,354.0,229.0
0.7,122.0,362.0,228.0
0.75,125.0,369.0,233.0
0.8,123.0,376.0,237.0
0.85,125.0,373.0,241.0
0.9,124.0,368.0,244.0
0.95,119.0,381.0,242.0
1.0,126.0,370.0,239.0
1.05,127.0,366.0,235.0
1.1,128.0,359.0,228.0
1.15,131.0,351.0,231.0
1.2,125.0,352.0,230.0
1.25,129.0,342.0,232.0
1.3,131.0,339.0,226.0
1.35,129.0,343.0,222.0
1.4,123.0,343.0,219.0
1.45,127.0,335.0,228.0
1.5,127.0,335.0,226.0
1.55,122.0,330.0,218.0
1.6,115.0,320.0,211.0
1.65,113.0,318.0,208.0
1.7,113.0,318.0,199.0
1.75,114.0,317.0,196.0
1.8,117.0,302.0,197.0
1.85,118.0,293.0,197.0
1.9,118.0,294.0,191.0
1.95,115.0,277.0,189.0
2.0,113.0,276.0,187.0
2.05,108.0,259.0,178.0
2.1,104.0,267.0,177.0
2.15,96.0,260.0,177.0
2.2,95.0,254.0,173.0
2.25,97.0,240.0,155.0
2.3,94.0,239.0,149.0
2.35,93.0,236.0,145.0
2.4,93.0,229.0,140.0
2.45,93.0,221.0,133.0
2.5,89.0,210.0,126.0
2.55,85.0,200.0,116.0
2.6,81.0,195.0,113.0
2.65,79.0,195.0,111.0
2.7,70.0,186.0,113.0
2.75,67.0,186.0,108.0
2.8,64.0,181.0,100.0
2.85,58.0,173.0,100.0
2.9,53.0,162.0,93.0
2.95,52.0,156.0,93.0
3.0,47.0,145.0,89.0
3.05,44.0,141.0,88.0
3.1,41.0,133.0,85.0
3.15,38.0,134.0,81.0
3.2,38.0,130.0,76.0
3.25,35.0,126.0,76.0
3.3,37.0,120.0,74.0
3.35,34.0,119.0,70.0
3.4,31.0,114.0,66.0
3.45,30.0,107.0,65.0
3.5,29.0,103.0,60.0
3.55,29.0,99.0,55.0
3.6,28.0,99.0,56.0
3.65,26.0,93.0,54.0
3.7,26.0,91.0,51.0
3.75,27.0,86.0,48.0
3.8,26.0,84.0,46.0
3.85,25.0,82.0,45.0
3.9,19.0,78.0,44.0
3.95,19.0,76.0,43.0
4.0,19.0,77.0,41.0
4.05,19.0,76.0,40.0
4.1,19.0,72.0,38.0
4.15,20.0,71.0,38.0
4.2,20.0,68.0,36.0
4.25,19.0,64.0,37.0
4.3,18.0,61.0,34.0
4.35,17.0,53.0,33.0
4.4,16.0,52.0,31.0
4.45,15.0,51.0,30.0
4.5,15.0,47.0,30.0
4.55,14.0,46.0,30.0
4.6,13.0,43.0,29.0
4.65,12.0,41.0,26.0
4.7,12.0,41.0,24.0
4.75,11.0,41.0,24.0
4.8,10.0,39.0,23.0
4.85,8.0,36.0,21.0
4.9,8.0,33.0,22.0
4.95,8.0,31.0,21.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.05,21.0,51.0,34.0
0.1,34.0,106.0,54.0
0.15,47.0,138.0,73.0
0.2,65.0,177.0,88.0
0.25,76.0,210.0,118.0
0.3,93.0,243.0,131.0
0.35,102.0,261.0,138.0
0.4,108.0,273.0,158.0
0.45,124.0,303.0,174.0
0.5,130.0,327.0,185.0
0.55,132.0,337.0,191.0
0.6,136.0,341.0,193.0
0.65,141.0,362.0,191.0
0.7,135.0,369.0,189.0
0.75,142.0,376.0,194.0
0.8,144.0,381.0,200.0
0.85,140.0,379.0,200.0
0.9,144.0,387.0,201.0
0.95,143.0,386.0,209.0
1.0,142.0,384.0,207.0
1.05,138.0,383.0,209.0
1.1,140.0,373.0,203.0
1.15,145.0,371.0,204.0
1.2,144.0,362.0,209.0
1.25,142.0,361.0,215.0
1.3,137.0,357.0,219.0
1.35,141.0,349.0,222.0
1.4,142.0,344.0,217.0
1.45,140.0,338.0,210.0
1.5,137.0,332.0,205.0
1.55,137.0,321.0,204.0
1.6,140.0,314.0,202.0
1.65,134.0,299.0,203.0
1.7,131.0,289.0,197.0
1.75,125.0,282.0,192.0
1.8,118.0,269.0,184.0
1.85,117.0,262.0,179.0
1.9,121.0,255.0,173.0
1.95,119.0,242.0,177.0
2.0,115.0,242.0,166.0
2.05,117.0,230.0,165.0
2.1,115.0,218.0,158.0
2.15,112.0,215.0,149.0
2.2,109.0,214.0,152.0
2.25,103.0,210.0,153.0
2.3,101.0,202.0,151.0
2.35,101.0,194.0,146.0
2.4,97.0,187.0,144.0
2.45,97.0,187.0,137.0
2.5,95.0,187.0,134.0
2.55,97.0,186.0,132.0
2.6,88.0,182.0,128.0
2.65,83.0,177.0,124.0
2.7,82.0,169.0,118.0
2.75,82.0,165.0,118.0
2.8,80.0,154.0,112.0
2.85,80.0,154.0,108.0
2.9,77.0,148.0,106.0
2.95,74.0,141.0,102.0
3.0,72.0,139.0,96.0
3.05,71.0,139.0,86.0
3.1,68.0,139.0,81.0
3.15,66.0,137.0,76.0
3.2,62.0,132.0,74.0
3.25,61.0,128.0,74.0
3.3,58.0,124.0,71.0
3.35,55.0,119.0,67.0
3.4,53.0,113.0,65.0
3.45,52.0,109.0,58.0
3.5,47.0,102.0,55.0
3.55,45.0,100.0,54.0
3.6,45.0,97.0,52.0
3.65,44.0,93.0,50.0
3.7,43.0,88.0,45.0
3.75,42.0,86.0,43.0
3.8,38.0,87.0,43.0
3.85,39.0,86.0,37.0
3.9,38.0,84.0,32.0
3.95,36.0,79.0,31.0
4.0,34.0,76.0,29.0
4.05,34.0,69.0,29.0
4.1,32.0,69.0,27.0
4.15,31.0,67.0,27.0
4.2,31.0,62.0,27.0
4.25,28.0,57.0,27.0
4.3,25.0,56.0,24.0
4.35,25.0,56.0,20.0
4.4,25.0,52.0,17.0
4.45,23.0,51.0,16.0
