time,Th1,Tfh,Tr1
3.7,47.0,114.0,69.0
3.75,46.0,112.0,66.0
3.8,40.0,109.0,62.0
3.85,39.0,105.0,61.0
3.9,35.0,95.0,56.0
3.95,33.0,88.0,54.0
4.0,33.0,83.0,52.0
4.05,34.0,79.0,51.0
4.1,31.0,77.0,48.0
4.15,31.0,74.0,46.0
4.2,30.0,72.0,43.0
4.25,29.0,68.0,43.0
4.3,28.0,68.0,42.0
4.35,28.0,70.0,41.0
4.4,27.0,69.0,42.0
4.45,27.0,64.0,39.0
4.5,26.0,59.0,37.0
4.55,23.0,58.0,34.0
4.6,22.0,55.0,33.0
4.65,22.0,52.0,32.0
4.7,21.0,50.0,31.0
4.75,20.0,42.0,30.0
4.8,20.0,41.0,29.0
4.85,18.0,41.0,27.0
4.9,16.0,39.0,26.0
4.95,17.0,39.0,26.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.05,15.0,37.0,21.0
0.1,26.0,87.0,47.0
0.15,42.0,123.0,69.0
0.2,60.0,161.0,97.0
0.25,81.0,189.0,117.0
0.3,91.0,215.0,130.0
0.35,101.0,243.0,153.0
0.4,110.0,263.0,158.0
0.45,115.0,289.0,184.0
0.5,121.0,303.0,199.0
0.55,127.0,313.0,198.0
0.6,129.0,319.0,202.0
0.65,124.0,327.0,212.0
0.7,123.0,342.0,212.0
0.75,127.0,353.0,212.0
0.8,123.0,345.0,217.0
0.85,129.0,348.0,214.0
0.9,127.0,357.0,213.0
0.95,135.0,354.0,226.0
1.0,127.0,356.0,227.0
1.05,125.0,362.0,223.0
1.1,126.0,355.0,223.0
1.15,129.0,353.0,225.0
1.2,130.0,347.0,226.0
1.25,131.0,344.0,224.0
1.3,133.0,339.0,221.0
1.35,131.0,344.0,224.0
1.4,126.0,334.0,214.0
1.45,127.0,331.0,210.0
1.5,126.0,327.0,209.0
1.55,124.0,327.0,210.0
1.6,121.0,328.0,199.0
1.65,115.0,320.0,196.0
1.7,117.0,317.0,192.0
1.75,115.0,316.0,189.0
1.8,112.0,317.0,184.0
1.85,115.0,312.0,175.0
1.9,115.0,312.0,168.0
1.95,112.0,308.0,160.0
2.0,104.0,308.0,158.0
2.05,99.0,298.0,160.0
2.1,95.0,288.0,160.0
2.15,92.0,274.0,157.0
2.2,92.0,268.0,150.0
2.25,88.0,264.0,146.0
2.3,87.0,250.0,148.0
2.35,86.0,247.0,147.0
2.4,81.0,238.0,147.0
2.45,79.0,232.0,144.0
2.5,80.0,228.0,133.0
2.55,80.0,223.0,133.0
2.6,77.0,211.0,125.0
2.65,71.0,205.0,123.0
2.7,71.0,198.0,117.0
2.75,68.0,190.0,117.0
2.8,67.0,182.0,114.0
2.85,65.0,173.0,109.0
2.9,62.0,161.0,103.0
2.95,61.0,155.0,102.0
3.0,58.0,147.0,99.0
3.05,58.0,147.0,98.0
3.1,54.0,141.0,90.0
3.15,56.0,139.0,88.0
3.2,55.0,136.0,86.0
3.25,52.0,131.0,87.0
3.3,55.0,127.0,84.0
3.35,51.0,123.0,80.0
3.4,48.0,120.0,77.0
3.45,46.0,119.0,75.0
3.5,46.0,114.0,74.0
3.55,46.0,110.0,70.0
3.6,44.0,107.0,65.0
3.65,44.0,105.0,65.0
3.7,43.0,105.0,63.0
3.75,42.0,102.0,64.0
3.8,41.0,95.0,63.0
3.85,40.0,88.0,59.0
3.9,40.0,82.0,57.0
3.95,40.0,80.0,53.0
4.0,38.0,80.0,48.0
4.05,36.0,78.0,45.0
4.1,35.0,75.0,43.0
4.15,35.0,72.0,40.0
4.2,33.0,69.0,41.0
4.25,29.0,68.0,39.0
4.3,27.0,65.0,37.0
4.35,26.0,64.0,35.0
4.4,22.0,63.0,36.0
4.45,22.0,61.0,36.0
4.5,20.0,61.0,33.0
4.55,19.0,59.0,32.0
4.6,22.0,58.0,30.0
4.65,22.0,57.0,29.0
4.7,20.0,53.0,27.0
4.75,19.0,51.0,27.0
4.8,18.0,53.0,24.0
4.85,18.0,51.0,20.0
4.9,16.0,53.0,18.0
4.95,15.0,54.0,16.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.05,14.0,57.0,20.0
0.1,37.0,82.0,39.0
0.15,52.0,128.0,62.0
0.2,69.0,174.0,84.0
0.25,83.0,206.0,98.0
0.3,91.0,236.0,117.0
0.35,106.0,260.0,138.0
0.4,122.0,281.0,154.0
0.45,126.0,298.0,165.0
0.5,132.0,320.0,181.0
0.55,136.0,338.0,191.0
0.6,144.0,345.0,200.0
0.65,152.0,360.0,212.0
0.7,163.0,377.0,219.0
0.75,171.0,375.0,220.0
0.8,173.0,382.0,223.0
0.85,169.0,385.0,222.0
0.9,174.0,387.0,220.0
0.95,170.0,393.0,224.0
1.0,165.0,397.0,219.0
1.05,158.0,394.0,218.0
1.1,158.0,394.0,213.0
1.15,160.0,397.0,213.0
1.2,163.0,400.0,213.0
1.25,168.0,389.0,209.0
1.3,170.0,388.0,206.0
1.35,166.0,386.0,211.0
1.4,161.0,373.0,207.0
1.45,162.0,373.0,202.0
1.5,165.0,362.0,197.0
1.55,163.0,366.0,193.0
1.6,158.0,356.0,186.0
1.65,152.0,346.0,179.0
1.7,142.0,333.0,173.0
1.75,140.0,324.0,166.0
1.8,135.0,322.0,166.0
1.85,124.0,317.0,165.0
1.9,120.0,306.0,162.0
1.95,116.0,298.0,161.0
2.0,113.0,291.0,164.0
2.05,105.0,280.0,155.0
2.1,99.0,278.0,156.0
2.15,89.0,274.0,154.0
2.2,86.0,270.0,145.0
2.25,82.0,264.0,139.0
2.3,82.0,252.0,134.0
2.35,75.0,243.0,130.0
2.4,68.0,239.0,124.0
2.45,69.0,228.0,122.0
2.5,70.0,225.0,121.0
2.55,66.0,219.0,112.0
2.6,65.0,213.0,103.0
2.65,62.0,207.0,99.0
2.7,58.0,199.0,93.0
2.75,54.0,192.0,91.0
2.8,53.0,185.0,86.0
2.85,48.0,181.0,87.0
2.9,47.0,171.0,85.0
2.95,44.0,169.0,84.0
3.0,46.0,167.0,82.0
3.05,45.0,162.0,82.0
3.1,44.0,151.0,79.0
3.15,44.0,150.0,74.0
3.2,42.0,146.0,75.0
3.25,40.0,140.0,74.0
3.3,40.0,137.0,73.0
3.35,40.0,133.0,71.0
3.4,38.0,126.0,69.0
3.45,34.0,121.0,67.0
3.5,33.0,117.0,66.0
3.55,31.0,110.0,63.0
3.6,30.0,106.0,55.0
3.65,30.0,102.0,55.0
3.7,29.0,100.0,55.0
3.75,28.0,97.0,54.0
3.8,27.0,92.0,52.0
3.85,26.0,82.0,50.0
3.9,24.0,78.0,45.0
3.95,20.0,77.0,41.0
4.0,20.0,77.0,39.0
4.05,21.0,73.0,37.0
4.1,19.0,71.0,37.0
4.15,18.0,68.0,36.0
4.2,18.0,66.0,34.0
4.25,17.0,61.0,33.0
4.3,17.0,60.0,32.0
4.35,18.0,58.0,31.0
4.4,17.0,58.0,31.0
4.45,16.0,55.0,30.0
4.5,16.0,52.0,30.0
4.55,16.0,48.0,30.0
4.6,16.0,46.0,30.0
4.65,16.0,47.0,30.0
4.7,15.0,46.0,30.0
4.75,14.0,46.0,30.0
4.8,11.0,46.0,27.0
4.85,11.0,45.0,26.0
4.9,11.0,40.0,23.0
4.95,13.0,40.0,22.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.05,16.0,53.0,35.0
0.1,33.0,100.0,57.0
0.15,50.0,144.0,74.0
0.2,65.0,176.0,97.0
0.25,71.0,208.0,117.0
0.3,84.0,239.0,140.0
0.35,94.0,262.0,144.0
0.4,105.0,278.0,157.0
0.45,111.0,295.0,165.0
0.5,117.0,317.0,181.0
0.55,123.0,325.0,191.0
0.6,131.0,329.0,193.0
0.65,142.0,330.0,205.0
0.7,148.0,345.0,214.0
0.75,149.0,342.0,214.0
0.8,152.0,349.0,215.0
0.85,154.0,344.0,220.0
0.9,149.0,349.0,229.0
0.95,145.0,359.0,234.0
1.0,146.0,354.0,230.0
1.05,149.0,350.0,223.0
1.1,153.0,357.0,235.0
1.15,151.0,354.0,228.0
1.2,151.0,351.0,229.0
1.25,151.0,350.0,237.0
1.3,155.0,343.0,226.0
1.35,145.0,345.0,223.0
1.4,144.0,348.0,216.0
1.45,140.0,345.0,210.0
1.5,136.0,333.0,212.0
1.55,138.0,332.0,216.0
1.6,131.0,336.0,208.0
1.65,130.0,332.0,203.0
1.7,127.0,330.0,200.0
1.75,126.0,323.0,191.0
1.8,127.0,316.0,179.0
1.85,126.0,314.0,175.0
1.9,121.0,303.0,171.0
1.95,118.0,301.0,170.0
2.0,118.0,290.0,168.0
2.05,115.0,278.0,163.0
2.1,113.0,271.0,158.0
2.15,109.0,262.0,157.0
2.2,110.0,255.0,151.0
2.25,108.0,251.0,150.0
2.3,108.0,236.0,146.0
2.35,103.0,230.0,143.0
2.4,94.0,223.0,137.0
2.45,89.0,215.0,128.0
2.5,86.0,210.0,121.0
2.55,79.0,206.0,119.0
2.6,77.0,200.0,117.0
2.65,75.0,189.0,111.0
2.7,76.0,182.0,109.0
2.75,73.0,175.0,104.0
2.8,71.0,166.0,100.0
2.85,67.0,163.0,96.0
2.9,59.0,156.0,89.0
2.95,61.0,151.0,89.0
3.0,60.0,149.0,84.0
3.05,57.0,147.0,86.0
3.1,58.0,140.0,82.0
3.15,55.0,138.0,81.0
3.2,51.0,137.0,74.0
3.25,46.0,138.0,74.0
3.3,45.0,133.0,71.0
3.35,43.0,128.0,68.0
3.4,39.0,123.0,63.0
3.45,37.0,117.0,59.0
3.5,38.0,107.0,57.0
3.55,39.0,108.0,61.0
3.6,39.0,106.0,62.0
3.65,38.0,103.0,59.0
3.7,36.0,103.0,58.0
3.75,35.0,101.0,58.0
3.8,34.0,100.0,56.0
3.85,34.0,97.0,55.0
3.9,32.0,93.0,53.0
3.95,31.0,87.0,49.0
4.0,31.0,84.0,48.0
4.05,31.0,81.0,47.0
4.1,30.0,80.0,43.0
4.15,29.0,75.0,39.0
4.2,28.0,73.0,35.0
4.25,26.0,73.0,35.0
4.3,26.0,71.0,35.0
4.35,22.0,71.0,35.0
4.4,21.0,66.0,33.0
4.45,20.0,64.0,30.0
4.5,19.0,62.0,31.0
4.55,19.0,59.0,31.0
4.6,18.0,55.0,32.0
4.65,17.0,53.0,27.0
4.7,17.0,50.0,25.0
4.75,17.0,50.0,23.0
4.8,17.0,50.0,21.0
4.85,17.0,47.0,19.0
4.9,18.0,44.0,18.0
4.95,18.0,42.0,18.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.05,22.0,46.0,27.0
0.1,40.0,97.0,60.0
0.15,52.0,126.0,86.0
0.2,66.0,158.0,104.0
0.25,86.0,192.0,130.0
0.3,95.0,213.0,149.0
0.35,105.0,231.0,160.0
0.4,112.0,253.0,171.0
0.45,116.0,275.0,184.0
0.5,119.0,292.0,196.0
0.55,135.0,296.0,205.0
0.6,138.0,324.0,208.0
0.65,144.0,341.0,214.0
0.7,151.0,351.0,221.0
0.75,155.0,354.0,220.0
0.8,153.0,358.0,227.0
0.85,155.0,356.0,236.0
0.9,150.0,358.0,233.0
0.95,151.0,353.0,228.0
1.0,155.0,354.0,225.0
1.05,159.0,358.0,226.0
1.1,164.0,358.0,223.0
1.15,164.0,355.0,219.0
1.2,159.0,360.0,213.0
1.25,156.0,356.0,210.0
1.3,154.0,340.0,207.0
1.35,158.0,329.0,205.0
1.4,155.0,329.0,207.0
1.45,153.0,329.0,199.0
1.5,150.0,318.0,195.0
1.55,147.0,319.0,192.0
1.6,141.0,316.0,195.0
1.65,139.0,298.0,191.0
1.7,138.0,296.0,194.0
1.75,134.0,292.0,190.0
1.8,136.0,286.0,189.0
1.85,130.0,284.0,187.0
1.9,129.0,278.0,178.0
1.95,124.0,273.0,174.0
2.0,115.0,273.0,170.0
2.05,106.0,264.0,161.0
2.1,99.0,257.0,160.0
2.15,102.0,250.0,155.0
2.2,97.0,241.0,152.0
2.25,93.0,238.0,145.0
2.3,95.0,239.0,142.0
2.35,93.0,242.0,139.0
2.4,93.0,236.0,136.0
2.45,86.0,222.0,133.0
2.5,80.0,215.0,131.0
2.55,80.0,208.0,128.0
2.6,79.0,205.0,122.0
2.65,77.0,202.0,116.0
2.7,74.0,193.0,118.0
2.75,73.0,186.0,111.0
2.8,69.0,179.0,110.0
2.85,67.0,167.0,106.0
2.9,66.0,163.0,100.0
2.95,62.0,164.0,99.0
3.0,59.0,158.0,94.0
3.05,54.0,150.0,93.0
3.1,53.0,153.0,90.0
3.15,52.0,156.0,84.0
3.2,49.0,154.0,82.0
3.25,47.0,152.0,79.0
3.3,46.0,148.0,76.0
3.35,47.0,143.0,74.0
3.4,47.0,136.0,70.0
3.45,45.0,128.0,68.0
3.5,46.0,123.0,65.0
3.55,42.0,119.0,61.0
3.6,42.0,115.0,60.0
3.65,40.0,114.0,56.0
3.7,36.0,112.0,53.0
3.75,34.0,105.0,49.0
3.8,34.0,103.0,45.0
3.85,32.0,100.0,45.0
3.9,29.0,96.0,45.0
3.95,29.0,92.0,41.0
4.0,30.0,91.0,40.0
4.05,30.0,85.0,37.0
4.1,29.0,85.0,37.0
4.15,26.0,82.0,34.0
4.2,27.0,76.0,33.0
4.25,28.0,72.0,33.0
4.3,28.0,71.0,31.0
4.35,27.0,65.0,33.0
4.4,24.0,64.0,30.0
4.45,24.0,62.0,28.0
4.5,23.0,63.0,29.0
4.55,23.0,60.0,29.0
4.6,22.0,54.0,29.0
4.65,23.0,51.0,28.0
4.7,23.0,50.0,26.0
4.75,22.0,48.0,25.0
4.8,20.0,48.0,23.0
4.85,19.0,48.0,23.0
4.9,19.0,47.0,22.0
4.95,19.0,45.0,20.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.05,16.0,50.0,20.0
0.1,31.0,89.0,51.0
0.15,45.0,124.0,74.0
0.2,59.0,158.0,106.0
0.25,68.0,201.0,127.0
0.3,87.0,223.0,142.0
0.35,98.0,257.0,159.0
0.4,99.0,272.0,172.0
0.45,103.0,282.0,183.0
0.5,117.0,289.0,194.0
0.55,128.0,311.0,206.0
0.6,132.0,323.0,214.0
0.65,136.0,329.0,221.0
0.7,141.0,358.0,227.0
0.75,144.0,370.0,236.0
0.8,145.0,377.0,247.0
0.85,140.0,368.0,248.0
0.9,139.0,373.0,247.0
0.95,146.0,371.0,243.0
1.0,150.0,381.0,241.0
1.05,147.0,375.0,240.0
1.1,150.0,372.0,246.0
1.15,146.0,374.0,240.0
1.2,147.0,378.0,238.0
1.25,143.0,378.0,236.0
1.3,143.0,377.0,233.0
1.35,145.0,370.0,230.0
1.4,142.0,367.0,231.0
1.45,139.0,353.0,229.0
1.5,134.0,353.0,226.0
1.55,132.0,341.0,219.0
1.6,127.0,345.0,217.0
1.65,129.0,345.0,214.0
1.7,117.0,336.0,210.0
1.75,120.0,338.0,210.0
1.8,120.0,333.0,209.0
1.85,120.0,320.0,205.0
1.9,116.0,311.0,200.0
1.95,112.0,301.0,189.0
2.0,109.0,302.0,185.0
2.05,108.0,299.0,182.0
2.1,108.0,291.0,180.0
2.15,100.0,283.0,181.0
2.2,97.0,266.0,178.0
2.25,92.0,251.0,171.0
2.3,92.0,240.0,166.0
2.35,92.0,229.0,161.0
2.4,92.0,219.0,158.0
2.45,90.0,206.0,155.0
2.5,85.0,196.0,152.0
2.55,82.0,187.0,149.0
2.6,82.0,182.0,143.0
2.65,81.0,180.0,141.0
2.7,81.0,180.0,137.0
2.75,77.0,179.0,132.0
2.8,71.0,172.0,128.0
2.85,67.0,164.0,119.0
2.9,65.0,157.0,116.0
2.95,65.0,152.0,114.0
3.0,61.0,153.0,109.0
3.05,56.0,151.0,104.0
3.1,53.0,147.0,96.0
3.15,53.0,147.0,93.0
3.2,53.0,141.0,85.0
3.25,54.0,132.0,83.0
3.3,52.0,131.0,77.0
3.35,50.0,128.0,71.0
3.4,48.0,120.0,69.0
3.45,48.0,116.0,65.0
3.5,44.0,111.0,61.0
3.55,42.0,107.0,61.0
3.6,41.0,101.0,58.0
3.65,38.0,100.0,54.0
3.7,37.0,98.0,53.0
3.75,34.0,96.0,52.0
3.8,33.0,95.0,50.0
3.85,31.0,88.0,48.0
3.9,32.0,86.0,47.0
3.95,31.0,85.0,44.0
4.0,28.0,81.0,44.0
4.05,26.0,78.0,42.0
4.1,26.0,75.0,41.0
4.15,26.0,72.0,39.0
4.2,23.0,67.0,37.0
4.25,22.0,61.0,36.0
4.3,21.0,58.0,37.0
4.35,21.0,54.0,37.0
4.4,22.0,46.0,37.0
4.45,21.0,44.0,37.0
4.5,21.0,42.0,35.0
4.55,19.0,40.0,33.0
4.6,19.0,39.0,31.0
4.65,20.0,40.0,31.0
4.7,20.0,35.0,28.0
4.75,20.0,36.0,25.0
4.8,20.0,34.0,24.0
4.85,20.0,34.0,24.0
4.9,18.0,34.0,22.0
4.95,17.0,33.0,22.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.05,23.0,47.0,28.0
0.1,42.0,91.0,52.0
0.15,68.0,127.0,75.0
0.2,79.0,152.0,103.0
0.25,89.0,175.0,117.0
0.3,99.0,207.0,129.0
0.35,107.0,230.0,147.0
0.4,110.0,268.0,155.0
0.45,121.0,298.0,170.0
0.5,123.0,321.0,180.0
0.55,125.0,323.0,182.0
0.6,139.0,332.0,196.0
0.65,142.0,338.0,200.0
0.7,148.0,347.0,198.0
0.75,148.0,357.0,202.0
0.8,149.0,369.0,205.0
0.85,149.0,374.0,217.0
0.9,145.0,381.0,218.0
0.95,150.0,370.0,219.0
1.0,147.0,373.0,218.0
1.05,148.0,367.0,206.0
1.1,151.0,369.0,210.0
1.15,142.0,364.0,211.0
1.2,138.0,365.0,205.0
1.25,139.0,358.0,208.0
1.3,135.0,351.0,207.0
1.35,136.0,343.0,199.0
1.4,137.0,334.0,200.0
1.45,137.0,331.0,194.0
1.5,138.0,324.0,193.0
1.55,139.0,320.0,189.0
1.6,141.0,326.0,186.0
1.65,136.0,313.0,179.0
1.7,132.0,290.0,182.0
1.75,131.0,284.0,180.0
1.8,125.0,282.0,174.0
1.85,129.0,270.0,170.0
1.9,121.0,261.0,171.0
1.95,117.0,254.0,171.0
2.0,116.0,247.0,165.0
2.05,116.0,240.0,162.0
2.1,109.0,236.0,160.0
2.15,105.0,224.0,156.0
2.2,104.0,222.0,150.0
2.25,104.0,219.0,138.0
2.3,101.0,213.0,138.0
2.35,102.0,206.0,135.0
2.4,96.0,202.0,129.0
2.45,96.0,204.0,126.0
2.5,91.0,200.0,120.0
2.55,84.0,197.0,117.0
2.6,82.0,185.0,115.0
2.65,80.0,178.0,116.0
2.7,71.0,174.0,112.0
2.75,72.0,169.0,109.0
2.8,70.0,163.0,108.0
2.85,70.0,156.0,107.0
2.9,69.0,156.0,100.0
2.95,66.0,150.0,98.0
3.0,63.0,146.0,96.0
3.05,60.0,146.0,95.0
3.1,54.0,137.0,95.0
3.15,53.0,138.0,93.0
3.2,52.0,132.0,94.0
3.25,49.0,121.0,94.0
3.3,47.0,120.0,94.0
3.35,45.0,115.0,93.0
3.4,40.0,108.0,91.0
3.45,39.0,106.0,86.0
3.5,38.0,102.0,85.0
3.55,40.0,101.0,83.0
3.6,40.0,99.0,82.0
3.65,40.0,97.0,79.0
3.7,40.0,96.0,75.0
3.75,37.0,93.0,72.0
3.8,37.0,93.0,72.0
3.85,36.0,90.0,72.0
3.9,37.0,85.0,68.0
3.95,36.0,84.0,64.0
4.0,34.0,81.0,62.0
4.05,35.0,80.0,61.0
4.1,34.0,77.0,57.0
4.15,31.0,75.0,54.0
4.2,28.0,71.0,52.0
4.25,28.0,67.0,52.0
4.3,28.0,65.0,50.0
4.35,28.0,63.0,49.0
4.4,28.0,59.0,47.0
4.45,27.0,56.0,46.0
4.5,26.0,55.0,46.0
4.55,25.0,53.0,43.0
4.6,22.0,49.0,41.0
4.65,22.0,47.0,39.0
4.7,21.0,45.0,33.0
4.75,20.0,44.0,32.0
4.8,21.0,44.0,32.0
4.85,21.0,42.0,31.0
4.9,19.0,39.0,28.0
4.95,19.0,38.0,28.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.05,23.0,45.0,27.0
0.1,41.0,88.0,60.0
0.15,61.0,129.0,82.0
0.2,77.0,155.0,101.0
0.25,87.0,192.0,115.0
0.3,93.0,214.0,134.0
0.35,101.0,235.0,149.0
0.4,110.0,262.0,161.0
0.45,117.0,276.0,178.0
0.5,130.0,294.0,193.0
0.55,137.0,309.0,200.0
0.6,130.0,322.0,212.0
0.65,128.0,335.0,214.0
0.7,134.0,348.0,224.0
0.75,131.0,351.0,233.0
0.8,136.0,357.0,239.0
0.85,131.0,368.0,241.0
0.9,129.0,383.0,235.0
0.95,130.0,386.0,231.0
1.0,132.0,390.0,223.0
1.05,132.0,391.0,228.0
1.1,132.0,386.0,228.0
1.15,134.0,373.0,234.0
1.2,138.0,362.0,219.0
1.25,139.0,364.0,219.0
1.3,133.0,354.0,212.0
1.35,131.0,348.0,210.0
1.4,132.0,342.0,209.0
1.45,132.0,345.0,200.0
1.5,134.0,338.0,203.0
1.55,137.0,331.0,202.0
1.6,139.0,320.0,195.0
1.65,136.0,316.0,192.0
1.7,137.0,315.0,181.0
1.75,134.0,319.0,172.0
1.8,133.0,307.0,167.0
1.85,131.0,300.0,160.0
1.9,132.0,297.0,156.0
1.95,126.0,294.0,154.0
2.0,123.0,283.0,158.0
2.05,116.0,276.0,153.0
2.1,111.0,269.0,151.0
2.15,113.0,260.0,149.0
2.2,109.0,255.0,147.0
2.25,106.0,249.0,147.0
2.3,106.0,238.0,149.0
2.35,103.0,228.0,149.0
2.4,99.0,220.0,138.0
2.45,94.0,220.0,134.0
2.5,92.0,220.0,133.0
2.55,91.0,213.0,130.0
2.6,83.0,204.0,126.0
2.65,78.0,195.0,119.0
2.7,73.0,190.0,118.0
2.75,73.0,186.0,116.0
2.8,73.0,175.0,115.0
2.85,71.0,167.0,111.0
2.9,68.0,166.0,108.0
2.95,64.0,166.0,105.0
3.0,61.0,162.0,102.0
3.05,60.0,159.0,95.0
3.1,59.0,153.0,90.0
3.15,57.0,147.0,88.0
3.2,56.0,144.0,82.0
3.25,52.0,138.0,78.0
3.3,48.0,134.0,77.0
3.35,46.0,126.0,73.0
3.4,44.0,121.0,71.0
3.45,41.0,115.0,67.0
3.5,41.0,109.0,64.0
3.55,41.0,109.0,59.0
3.6,41.0,105.0,60.0
3.65,42.0,97.0,56.0
3.7,40.0,90.0,54.0
3.75,38.0,87.0,53.0
3.8,38.0,86.0,52.0
3.85,36.0,84.0,49.0
3.9,36.0,80.0,45.0
3.95,36.0,80.0,36.0
4.0,35.0,80.0,36.0
4.05,33.0,76.0,36.0
4.1,33.0,71.0,36.0
4.15,33.0,69.0,36.0
4.2,32.0,69.0,36.0
4.25,31.0,67.0,34.0
4.3,29.0,68.0,31.0
4.35,28.0,63.0,32.0
4.4,27.0,62.0,29.0
4.45,25.0,55.0,28.0
4.5,24.0,54.0,25.0
4.55,22.0,52.0,23.0
4.6,21.0,51.0,22.0
4.65,19.0,48.0,22.0
4.7,18.0,48.0,20.0
4.75,18.0,47.0,19.0
4.8,18.0,44.0,18.0
4.85,16.0,43.0,17.0
4.9,17.0,43.0,16.0
4.95,16.0,42.0,15.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.05,21.0,41.0,29.0
0.1,37.0,83.0,50.0
0.15,54.0,120.0,73.0
0.2,68.0,153.0,86.0
0.25,84.0,178.0,106.0
0.3,99.0,212.0,123.0
0.35,117.0,240.0,141.0
0.4,121.0,274.0,151.0
0.45,131.0,291.0,167.0
0.5,138.0,300.0,183.0
0.55,143.0,313.0,190.0
0.6,151.0,321.0,196.0
0.65,158.0,320.0,204.0
0.7,164.0,323.0,203.0
0.75,171.0,339.0,204.0
0.8,172.0,350.0,207.0
0.85,171.0,358.0,200.0
0.9,173.0,368.0,203.0
0.95,168.0,374.0,203.0
1.0,169.0,377.0,203.0
1.05,166.0,383.0,208.0
1.1,165.0,374.0,207.0
1.15,159.0,373.0,219.0
1.2,150.0,374.0,219.0
1.25,151.0,361.0,222.0
1.3,146.0,350.0,227.0
1.35,148.0,352.0,216.0
1.4,149.0,354.0,223.0
1.45,150.0,351.0,220.0
1.5,146.0,345.0,210.0
1.55,141.0,346.0,209.0
1.6,138.0,343.0,206.0
1.65,139.0,340.0,202.0
1.7,132.0,337.0,199.0
1.75,131.0,337.0,190.0
1.8,127.0,329.0,191.0
1.85,126.0,308.0,183.0
1.9,124.0,304.0,181.0
1.95,121.0,284.0,173.0
2.0,119.0,279.0,172.0
2.05,122.0,273.0,164.0
2.1,119.0,267.0,162.0
2.15,112.0,259.0,157.0
2.2,114.0,254.0,155.0
2.25,105.0,251.0,149.0
2.3,98.0,246.0,142.0
2.35,94.0,242.0,141.0
2.4,91.0,235.0,132.0
2.45,90.0,229.0,130.0
2.5,91.0,226.0,121.0
2.55,87.0,215.0,117.0
2.6,84.0,210.0,113.0
2.65,85.0,206.0,110.0
2.7,83.0,194.0,107.0
2.75,79.0,192.0,107.0
2.8,80.0,185.0,100.0
2.85,76.0,181.0,95.0
2.9,76.0,172.0,92.0
2.95,74.0,171.0,92.0
3.0,75.0,160.0,88.0
3.05,71.0,156.0,86.0
3.1,69.0,150.0,84.0
3.15,71.0,145.0,80.0
3.2,71.0,141.0,79.0
3.25,70.0,136.0,77.0
3.3,68.0,132.0,77.0
3.35,66.0,124.0,73.0
3.4,62.0,118.0,68.0
3.45,59.0,113.0,69.0
3.5,58.0,112.0,67.0
3.55,54.0,106.0,64.0
3.6,54.0,102.0,61.0
3.65,52.0,100.0,60.0
3.7,51.0,99.0,56.0
3.75,46.0,93.0,53.0
3.8,42.0,90.0,51.0
3.85,42.0,90.0,51.0
3.9,42.0,86.0,49.0
3.95,41.0,83.0,46.0
4.0,38.0,81.0,46.0
4.05,34.0,78.0,44.0
4.1,32.0,74.0,42.0
4.15,33.0,69.0,43.0
4.2,31.0,68.0,38.0
4.25,30.0,66.0,39.0
4.3,31.0,58.0,35.0
4.35,31.0,58.0,33.0
4.4,27.0,56.0,33.0
4.45,25.0,52.0,32.0
4.5,20.0,52.0,33.0
4.55,20.0,51.0,32.0
4.6,17.0,50.0,29.0
4.65,18.0,50.0,29.0
4.7,18.0,45.0,26.0
4.75,18.0,41.0,24.0
4.8,17.0,42.0,23.0
4.85,17.0,42.0,23.0
4.9,17.0,42.0,23.0
4.95,16.0,42.0,24.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.05,22.0,52.0,32.0
0.1,47.0,101.0,54.0
0.15,59.0,136.0,79.0
0.2,69.0,162.0,100.0
0.25,83.0,184.0,121.0
0.3,96.0,212.0,140.0
0.35,99.0,237.0,160.0
0.4,105.0,258.0,182.0
0.45,108.0,279.0,188.0
0.5,114.0,302.0,203.0
0.55,118.0,310.0,207.0
0.6,121.0,333.0,215.0
0.65,122.0,340.0,222.0
0.7,128.0,357.0,229.0
0.75,134.0,360.0,235.0
0.8,133.0,366.0,240.0
0.85,136.0,361.0,239.0
0.9,143.0,365.0,240.0
0.95,145.0,372.0,244.0
1.0,148.0,367.0,246.0
1.05,152.0,368.0,237.0
1.1,146.0,373.0,241.0
1.15,150.0,364.0,235.0
1.2,154.0,366.0,243.0
1.25,154.0,365.0,238.0
1.3,151.0,352.0,232.0
1.35,154.0,335.0,218.0
1.4,155.0,328.0,217.0
1.45,150.0,327.0,213.0
1.5,154.0,326.0,203.0
1.55,152.0,318.0,196.0
1.6,150.0,307.0,185.0
1.65,145.0,303.0,178.0
1.7,142.0,303.0,178.0
1.75,138.0,294.0,171.0
1.8,133.0,287.0,160.0
1.85,135.0,277.0,159.0
1.9,131.0,283.0,156.0
